cophenetic_distance,Accession,prop_hits,Species,Genus,Genus_clean,Length,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_clean,Host_taxID,log_cophenetic_distance,studres
2.5067160931,KT368895,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27396,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2014-10,"Camel alphacoronavirus isolate camel/Jeddah/O23(a)/2014, complete genome",Human coronavirus 229E,9838,0.918973567091263,0.999083652205031
2.5067181414,KT368896,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27389,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2014-10,"Camel alphacoronavirus isolate camel/Jeddah/O47(a)/2014, complete genome",Human coronavirus 229E,9838,0.918974384215774,0.999088349469649
2.5070007836,KT368906,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27395,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2014-12,"Camel alphacoronavirus isolate camel/Jeddah/D50(a)/2014, complete genome",Human coronavirus 229E,9838,0.919087131740926,0.999736482333217
2.5068060286,KT368897,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27395,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2014-10,"Camel alphacoronavirus isolate camel/Jeddah/O100/2014, complete genome",Human coronavirus 229E,9838,0.919009444264167,0.999289893237922
2.5069946705,MF593473,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27389,"Li,Y., Khalafalla,A.I., Paden,C.R., Yusof,M.F., Eltahir,Y.M., Al Hammadi,Z.M., Tao,Y., Queen,K., Al Hosani,F., Gerber,S.I., Hall,A.J., Al Muhairi,S., Tong,S., hALL,A.J.","",United Arab Emirates,Camelus dromedarius,oronasopharynx,2015,"Camel alphacoronavirus Abu Dhabi B38, complete genome",Human coronavirus 229E,9838,0.91908469332627,0.999722465018791
2.5069937448,KT368898,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27395,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2014-11,"Camel alphacoronavirus isolate camel/Jeddah/N38/2014, complete genome",Human coronavirus 229E,9838,0.919084324079306,0.999720342389355
2.5069941938,KT368901,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27396,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2014-11,"Camel alphacoronavirus isolate camel/Jeddah/N68(a)/2014, complete genome",Human coronavirus 229E,9838,0.919084503178261,0.999721371946131
2.5068043833,KT368899,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27390,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2014-11,"Camel alphacoronavirus isolate camel/Jeddah/N60/2014, complete genome",Human coronavirus 229E,9838,0.919008787930761,0.999286120284493
2.506710062,KT368903,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27384,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2014-12,"Camel alphacoronavirus isolate camel/Jeddah/D38(a)/2014, complete genome",Human coronavirus 229E,9838,0.918971161111873,0.999069821360988
2.5044170677,KU291449,0.175141242937853,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27164,"Corman,V.M., Eckerle,I., Memish,Z.A., Liljander,A.M., Dijkman,R., Jonsdottir,H., Juma Ngeiywa,K.J., Kamau,E., Younan,M., Al Masri,M., Assiri,A., Gluecks,I., Musa,B.E., Meyer,B., Muller,M.A., Hilali,M., Bornstein,S., Wernery,U., Thiel,V., Jores,J., Drexler,J.F., Drosten,C.",27528677,Kenya,Camelus dromedarius,unknown,2015,"Camel alphacoronavirus Camel229E isolate Camel229E-CoV/KCSP1/KEN/2015, complete genome",Human coronavirus 229E,9838,0.918055999951245,1.111786100217
2.5263629611,JX503060,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27263,"Farsani,S.M., Dijkman,R., Jebbink,M.F., Goossens,H., Ieven,M., Deijs,M., Molenkamp,R., van der Hoek,L.",22926811,Netherlands,Homo sapiens,oronasopharynx,2010,"Human coronavirus 229E isolate 0349, complete genome",Human coronavirus 229E,9606,0.926780703669212,1.04396491683805
2.5288562943,KU291448,0.163841807909605,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27022,"Corman,V.M., Eckerle,I., Memish,Z.A., Liljander,A.M., Dijkman,R., Jonsdottir,H., Juma Ngeiywa,K.J., Kamau,E., Younan,M., Al Masri,M., Assiri,A., Gluecks,I., Musa,B.E., Meyer,B., Muller,M.A., Hilali,M., Bornstein,S., Wernery,U., Thiel,V., Jores,J., Drexler,J.F., Drosten,C.",27528677,Germany,Homo sapiens,unknown,2015,"Human coronavirus 229E isolate HCoV-229E/BN1/GER/2015, complete genome",Human coronavirus 229E,9606,0.92776714294166,0.931669473936461
2.5289757746,KY369912,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27208,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.","",USA,Homo sapiens,unknown,2016,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC9731/2016, complete genome",Human coronavirus 229E,9606,0.927814388598849,1.04990757175255
2.52931467,KY369914,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27231,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.","",USA,Homo sapiens,unknown,2016,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC9773/2016, complete genome",Human coronavirus 229E,9606,0.927948384621504,1.05067791944889
2.5302870977,MN306046,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27270,"Lin,M.J., Tait,A., Greninger,A.L.","",USA,Homo sapiens,unknown,2019,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC0865/2019, complete genome",Human coronavirus 229E,9606,0.92833277365314,1.05288779086306
2.5299332343,MN369046,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27075,"Lin,M.J., Tait,A., Greninger,A.L.","",USA,Homo sapiens,unknown,2018,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC9724/2018, complete genome",Human coronavirus 229E,9606,0.928192912786474,1.05208372288079
2.5298098568,KY684760,0.163841807909605,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27249,"Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C., Jerome,K.R., Kuypers,J.M.","",USA,Homo sapiens,unknown,2016,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC2282/2017, complete genome",Human coronavirus 229E,9606,0.928144144500099,0.933836477611733
2.5307710949,MF542265,0.15819209039548,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27271,"Bonny,T.S., Subramaniam,K., Waltzek,T.B., Elbadry,M.A., Beau De Rochars,V.M., Telisma,T., Rashid,M., Morris,J.G. Jr., Lednicky,J.A.",29167251,Haiti,Homo sapiens,blood,2016-03,"Human coronavirus 229E strain 229E/Haiti-1/2016, complete genome",Human coronavirus 229E,9606,0.928524036896144,0.818072073476078
2.5295254043,KY369908,0.163841807909605,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27193,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.","",USA,Homo sapiens,unknown,2016,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC579/2016, complete genome",Human coronavirus 229E,9606,0.928031697909541,0.933190134217693
2.529334191,KY967357,0.163841807909605,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27242,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.","",USA,Homo sapiens,unknown,2015,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC2872/2015, complete genome",Human coronavirus 229E,9606,0.927956102492634,0.932755611868135
2.5296181864,KY983587,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27235,"Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C., Jerome,K.R., Kuypers,J.M.","",USA,Homo sapiens,unknown,2015,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC3112/2015, complete genome",Human coronavirus 229E,9606,0.928068376884291,1.05136775993722
2.529432986,KY369909,0.163841807909605,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,26592,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.","",USA,Homo sapiens,unknown,2016,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC677/2016, complete genome",Human coronavirus 229E,9606,0.927995161416105,0.932980122467916
2.5294309377,KY674914,0.175141242937853,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27055,"Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C., Jerome,K.R., Kuypers,J.M.","",USA,Homo sapiens,unknown,2016,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC399/2016, complete genome",Human coronavirus 229E,9606,0.927994351629548,1.1689305089879
2.5290464259,KY369913,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27238,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.","",USA,Homo sapiens,unknown,2016,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC1073/2016, complete genome",Human coronavirus 229E,9606,0.92784232493333,1.05006817860468
2.5303852695,KY369911,0.15819209039548,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27226,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.","",USA,Homo sapiens,unknown,2016,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC1212/2016, complete genome",Human coronavirus 229E,9606,0.928371571580723,0.817195840687685
2.5269398975,KY674919,0.163841807909605,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27136,"Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C., Jerome,K.R., Kuypers,J.M.","",USA,Homo sapiens,unknown,2016,"Human coronavirus 229E strain N08-434B, complete genome",Human coronavirus 229E,9606,0.927009043991829,0.927311946097451
2.5264356554,JX503061,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27208,"Farsani,S.M., Dijkman,R., Jebbink,M.F., Goossens,H., Ieven,M., Deijs,M., Molenkamp,R., van der Hoek,L.",22926811,Italy,Homo sapiens,oronasopharynx,2009,"Human coronavirus 229E isolate J0304, complete genome",Human coronavirus 229E,9606,0.926809477545047,1.04413033702202
2.5224038134,KF514433,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27165,"Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E., Williams,J.V.","","USA: Nashville, TN",Homo sapiens,unknown,3/11/1993,"Human coronavirus 229E strain 229E/human/USA/933-40/1993, complete genome",Human coronavirus 229E,9606,0.925212341061716,1.03494851736744
2.5224995826,KF514432,0.163841807909605,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27138,"Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E., Williams,J.V.","","USA: Nashville, TN",Homo sapiens,unknown,2/22/1993,"Human coronavirus 229E strain 229E/human/USA/932-72/1993, complete genome",Human coronavirus 229E,9606,0.92525030777485,0.917202902417723
2.522335266,KF514430,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27169,"Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E., Williams,J.V.","","USA: Nashville, TN",Homo sapiens,unknown,3/18/1993,"Human coronavirus 229E strain 229E/human/USA/933-50/1993, complete genome",Human coronavirus 229E,9606,0.925185165265733,1.03479228698936
2.4888938576,KY073747,0.152542372881356,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27837,"Tao,Y., Shi,M., Chommanard,C., Queen,K., Zhang,J., Markotter,W., Kuzmin,I.V., Holmes,E.C., Tong,S., Kuzmin,I.",28077633,Kenya,Hipposideros,feces,6/20/2009,"229E-related bat coronavirus strain BtKY229E-1, complete genome",Human coronavirus 229E,,0.911838377879925,0.604265559588327
2.4687249994,KY073748,0.163841807909605,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27636,"Tao,Y., Shi,M., Chommanard,C., Queen,K., Zhang,J., Markotter,W., Kuzmin,I.V., Holmes,E.C., Tong,S., Kuzmin,I.",28077633,Kenya,Hipposideros vittatus,feces,2010-06,"229E-related bat coronavirus strain BtKY229E-8, complete genome",Human coronavirus 229E,1325445,0.903701822790702,0.793356651724217
2.4583682287,MN611517,0.141242937853107,Rousettus aegyptiacus bat coronavirus 229E-related,Alphacoronavirus,Alphacoronavirus,27619,"Li,B., Si,H.R., Zhu,Y., Yang,X.L., Anderson,D.E., Shi,Z.L., Wang,L.F., Zhou,P.","",Kenya,Rousettus aegyptiacus,unknown,2018-03,"Rousettus aegyptiacus bat coronavirus 229E-related isolate 5425, complete genome",Rousettus aegyptiacus bat coronavirus 229E-related,9407,0.899497808182453,0.297573263994565
2.4716013833,JN547228,0.163841807909605,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28026,"Chen,J., Wang,C., Shi,H., Qiu,H.J., Liu,S., Shi,D., Zhang,X., Feng,L.",21980030,China,Sus scrofa,abdominal cavity,1986,"Porcine epidemic diarrhea virus strain CH/S, complete genome",Porcine epidemic diarrhea virus,9823,0.904866273882472,0.800048580908601
2.4852620898,JN825712,0.135593220338983,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Gao,Y., Kou,Q., Ge,X., Zhou,L., Guo,X., Yang,H., Gao,Y.Y., Ge,X.N., Yang,H.C.",23151819,China,Sus scrofa,feces,4/25/2011,"Porcine epidemic diarrhea virus isolate BJ-2011-1, complete genome",Porcine epidemic diarrhea virus,9823,0.910378122719551,0.242186610847565
2.4869496374,JX088695,0.129943502824859,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Luo,Y., Zhang,J., Deng,X., Ye,Y., Liao,M., Fan,H., Fan,H.Y., Luo,Y.W.",22879620,China,Sus scrofa,abdominal cavity,2012,"Porcine epidemic diarrhea virus strain GD-B, complete genome",Porcine epidemic diarrhea virus,9823,0.91105691427445,0.128202480473157
2.4880177098,MN037494,0.141242937853107,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28070,"Li,W., Luo,R.","",China,Sus scrofa,unknown,4/18/2017,"Porcine epidemic diarrhea virus strain WHLL, complete genome",Porcine epidemic diarrhea virus,9823,0.911486292938416,0.366440663952114
2.4865121477,KC210147,0.135593220338983,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28037,"Liu,H.F., He,K.W., Guo,R.L., Ni,Y.X., Li,B., Yu,Z.Y.","",China,Sus scrofa,unknown,2012,"Porcine epidemic diarrhea virus strain JS-HZ2012, complete genome",Porcine epidemic diarrhea virus,9823,0.910880984622214,0.245075163053605
2.4862457282,KF840537,0.135593220338983,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27992,"Tian,P.F., Jin,Y.L., Xing,G., Qv,L.L., Huang,Y.W., Zhou,J.Y., Tian,P., Zhang,G., Jin,Y., Qv,L., Zhou,J.",25272273,China,Sus scrofa,"feces, abdominal cavity",3/4/2012,"Porcine epidemic diarrhea virus isolate CH/ZJCX-1/2012, complete genome",Porcine epidemic diarrhea virus,9823,0.910773833014634,0.24445965969424
2.4883819428,KF760557,0.141242937853107,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28052,"Song,D., Huang,D., Peng,Q., Huang,T., Chen,Y., Zhang,T., Nie,X., He,H., Wang,P., Liu,Q., Tang,Y., Song,D.P., Huang,D.Y., Zeng,L., Zhang,T.S., Nie,X.W., Chen,Y.J., Tang,Y.X.",25790462,China,Sus scrofa,unknown,2013-03,"Porcine epidemic diarrhea virus strain CH/JX-1/2013, complete genome",Porcine epidemic diarrhea virus,9823,0.911632677082005,0.367281581420134
2.488470334,KJ526096,0.141242937853107,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28050,"Song,D., Huang,D., Peng,Q., Huang,T., Chen,Y., Zhang,T., Nie,X., He,H., Wang,P., Liu,Q., Tang,Y.",25790462,China,Sus scrofa,unknown,2013-04,"Porcine epidemic diarrhea virus isolate CH/JX-2/2013, complete genome",Porcine epidemic diarrhea virus,9823,0.91166819800772,0.367485634789837
2.4869570821,MH726362,0.135593220338983,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Gong,L.","",China,Sus scrofa,abdominal cavity,2/8/2012,"Porcine epidemic diarrhea virus isolate GDS05, complete genome",Porcine epidemic diarrhea virus,9823,0.911059907776507,0.2461029390337
2.4882896262,KJ196348,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Yang,D.Q., Ge,F.F., Ju,H.B., Wang,J., Liu,J., Ning,K., Liu,P.H., Zhou,J.P., Sun,Q.Y., Yang,D., Ge,F., Ju,H., Liu,P., Zhou,J., Sun,Q.",24818713,China,Sus scrofa,unknown,2/5/2013,"Porcine epidemic diarrhea virus strain SHQP/YM/2013, complete genome",Porcine epidemic diarrhea virus,9823,0.911595577346275,0.484964503773421
2.4929630458,KX580953,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Sun,F., Shi,H., Chen,R.","",China,Sus scrofa,feces,2013,"Porcine epidemic diarrhea virus strain KB2013-4, complete genome",Porcine epidemic diarrhea virus,9823,0.913471981246638,0.495744618887247
2.4874882315,MF462814,0.135593220338983,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28063,"Zheng,H., Dong,J.","",China,Sus scrofa,unknown,9/10/2016,"Porcine epidemic diarrhea virus strain CH/SXYL/2016, complete genome",Porcine epidemic diarrhea virus,9823,0.911273458984143,0.24732962726566
2.4911772795,MF782686,0.141242937853107,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28010,"Liu,C., Dong,J., Zhang,X., Chen,R., Du,E.","",China,Sus scrofa,feces,2015,"Porcine epidemic diarrhea virus strain NW17, complete genome",Porcine epidemic diarrhea virus,9823,0.912755401752538,0.373731195223079
2.4873119204,MH726363,0.141242937853107,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Gong,L.","",China,Sus scrofa,abdominal cavity,6/22/2012,"Porcine epidemic diarrhea virus isolate GDS20, complete genome",Porcine epidemic diarrhea virus,9823,0.911202577302592,0.364810834219995
2.4876635731,KM609207,0.135593220338983,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28050,"Sun,M., Ma,J., Wang,Y., Wang,M., Song,W., Zhang,W., Lu,C., Yao,H.",25694517,China: ZheJiang,Sus scrofa,abdominal cavity,2011-04,"Porcine epidemic diarrhea virus strain PEDV-14, complete genome",Porcine epidemic diarrhea virus,9823,0.911343945918797,0.247734520922082
2.4882845399,MH726364,0.135593220338983,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Gong,L.","",China,Sus scrofa,abdominal cavity,12/13/2012,"Porcine epidemic diarrhea virus isolate GDS17, complete genome",Porcine epidemic diarrhea virus,9823,0.911593533249341,0.249168210370874
2.4883731363,MH726365,0.135593220338983,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Gong,L.","",China,Sus scrofa,abdominal cavity,1/15/2013,"Porcine epidemic diarrhea virus isolate GDS25, complete genome",Porcine epidemic diarrhea virus,9823,0.911629138029003,0.249372732845241
2.4891151498,KM609206,0.141242937853107,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28050,"Sun,M., Ma,J., Wang,Y., Wang,M., Song,W., Zhang,W., Lu,C., Yao,H.",25694517,China: JiangSu,Sus scrofa,feces,2012-01,"Porcine epidemic diarrhea virus strain PEDV-10F, complete genome",Porcine epidemic diarrhea virus,9823,0.911927285794642,0.368973990346093
2.4856258212,KJ777677,0.129943502824859,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Zhou,H., Yang,B., Xu,F., Wei,L., Wang,J., Li,Y., Zhu,S., Su,X., Liu,J.","",China,Sus scrofa,feces,2012-02,"Porcine epidemic diarrhea virus strain LZW isolate FGE_20140427, complete genome",Porcine epidemic diarrhea virus,9823,0.910524467359446,0.125144106398604
2.4884786101,KM609209,0.135593220338983,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28050,"Sun,M., Ma,J., Wang,Y., Wang,M., Song,W., Zhang,W., Lu,C., Yao,H.",25694517,China: JiangSu,Sus scrofa,abdominal cavity,2013-03,"Porcine epidemic diarrhea virus strain PEDV-CHZ, complete genome",Porcine epidemic diarrhea virus,9823,0.911671523780233,0.249616206890056
2.4868694491,MH910099,0.129943502824859,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28035,"Shan,T., Tong,G.","",China,Sus scrofa,feces,1/2/2013,"UNVERIFIED: Porcine epidemic diarrhea virus isolate JS-2013, complete genome",Porcine epidemic diarrhea virus,9823,0.911024670118153,0.12801727001338
2.4866029678,KX066126,0.129943502824859,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Li,J., Gao,Y., Han,J., Zhou,L., Ge,X., Guo,X., Yang,H.","",China,Sus scrofa,unknown,2011-11,"Porcine epidemic diarrhea virus strain BJ-2011-C, complete genome",Porcine epidemic diarrhea virus,9823,0.91091750905324,0.127401736850861
2.4864221609,KU975389,0.135593220338983,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28044,"Yang,J., Yang,X., Wang,H.N.","",China,Sus scrofa,feces,2014-11,"Porcine epidemic diarrhea virus strain CH/SCCD/2014, complete genome",Porcine epidemic diarrhea virus,9823,0.910844793997354,0.24486727579941
2.4884762677,MG546687,0.141242937853107,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Ruan,W.","",China: Beijing,Sus scrofa,feces,2015-09,"Porcine epidemic diarrhea virus strain CH/BJ9/2015, complete genome",Porcine epidemic diarrhea virus,9823,0.911670582481766,0.36749933263107
2.4867837855,KM609208,0.129943502824859,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28050,"Sun,M., Ma,J., Wang,Y., Wang,M., Song,W., Zhang,W., Lu,C., Yao,H.",25694517,China: ChongQing,Sus scrofa,feces,2012-03,"Porcine epidemic diarrhea virus strain PEDV-15F, complete genome",Porcine epidemic diarrhea virus,9823,0.910990223164991,0.127819406699062
2.4902109255,JX524137,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Zhou,Y.J., Wu,Y.L., Zhu,J.P., Tong,W., Yu,H., Jiang,Y.F., Tong,G.Z.",23166262,China,Sus scrofa,unknown,4/10/2011,"Porcine epidemic diarrhea virus strain ZJCZ4, complete genome",Porcine epidemic diarrhea virus,9823,0.912367415925153,0.489398775820592
2.4883976629,MH726375,0.135593220338983,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Gong,L.","",China,Sus scrofa,abdominal cavity,6/4/2012,"Porcine epidemic diarrhea virus isolate GDS19, complete genome",Porcine epidemic diarrhea virus,9823,0.911638994460408,0.249429350577297
2.4925410804,KJ020932,0.135593220338983,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Jia,A., Feng,X., Liu,Q., Zhou,R., Wang,G.",24744324,China,Sus scrofa,feces,2013-03,"Porcine epidemic diarrhea virus isolate CHYJ130330, complete genome",Porcine epidemic diarrhea virus,9823,0.913302704322851,0.258986127351812
