Accession,mash.dist.to.wuhan1.k.9,mash.dist.to.wuhan1.k.10,mash.dist.to.wuhan1.k.11,mash.dist.to.wuhan1.k.12,mash.dist.to.wuhan1.k.13,mash.dist.to.wuhan1.k.14,mash.dist.to.wuhan1.k.15,mash.dist.to.wuhan1.k.16,mash.dist.to.wuhan1.k.17,mash.dist.to.wuhan1.k.18,mash.dist.to.wuhan1.k.19,mash.dist.to.wuhan1.k.20,mash.dist.to.wuhan1.k.21,prop_hits,Species,Genus,Genus_clean,Length,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_clean,Host_taxID,log_mash_distance,"get(str_glue(""mash.dist.to.wuhan1.k.{k}""))",studres
FJ938052,0.126494,0.217539,0.293539,0.382538,0.417565,0.469427,0.448402,0.445706,0.436405,0.473183,0.448279,1,1,0.152542372881356,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29306,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands: Utrecht,Felis catus,unknown,6/5/2007,"Feline coronavirus UU11, complete genome",Alphacoronavirus 1,9685,-0.873315058186688,0.417565,0.127155214478296
FJ938054,0.125861,0.213556,0.285939,0.363724,0.424881,0.459897,0.56782,0.46368,0.501017,1,1,1,1,0.141242937853107,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29269,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands: Utrecht,Felis catus,unknown,2/2/2007,"Feline coronavirus UU4, complete genome",Alphacoronavirus 1,9685,-0.855946149265039,0.424881,0.104103229110108
FJ938055,0.127628,0.215832,0.298531,0.371878,0.407755,0.469427,0.448402,0.445706,0.436405,0.473183,0.448279,1,1,0.146892655367232,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29285,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands: Utrecht,Felis catus,unknown,5/24/2007,"Feline coronavirus UU8, complete genome",Alphacoronavirus 1,9685,-0.897088775140501,0.407755,-0.101658622482811
FJ938056,0.125425,0.210754,0.287984,0.374785,0.39906,0.437171,0.414374,0.395054,0.419488,0.43468,0.390467,0.425865,0.35328,0.135593220338983,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29253,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands: Utrecht,Felis catus,unknown,3/7/2007,"Feline coronavirus UU5, complete genome",Alphacoronavirus 1,9685,-0.918643497457752,0.39906,-0.38531018212352
FJ938057,0.123847,0.21928,0.290931,0.370462,0.404746,0.430963,0.421391,0.402409,0.436405,0.41216,0.375332,1,0.372583,0.135593220338983,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29275,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands: Utrecht,Felis catus,unknown,7/13/2007,"Feline coronavirus UU15, complete genome",Alphacoronavirus 1,9685,-0.904495569116833,0.404746,-0.290582848487658
FJ938058,0.126592,0.21912,0.289656,0.36244,0.414154,0.469427,0.421391,0.445706,0.46025,0.473183,1,1,1,0.129943502824859,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,28479,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J., Town,C., Motley,J., Fedorova,N., Stockwell,T., Li,K., Axelrod,N., Safford,T., Shrivastava,S., Resnick,A., Thovarai,V., Kim,M.","",Netherlands: Utrecht,Felis catus,unknown,6/7/2007,"Feline coronavirus UU16, complete genome",Alphacoronavirus 1,9685,-0.881517393648154,0.414154,-0.206426168788757
FJ938060,0.129434,0.21976,0.289235,0.355132,0.40185,0.469427,0.429237,0.410749,0.436405,0.43468,1,1,0.405585,0.124293785310734,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29256,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",USA: California,Felis catus,unknown,3/30/1993,"Feline coronavirus UU2, complete genome",Alphacoronavirus 1,9685,-0.91167639432341,0.40185,-0.478060188647248
FJ938066,0.119697,0.211483,0.282374,0.359932,0.391254,0.425253,0.438132,0.431766,0.46025,1,0.448279,0.391212,0.405585,0.192090395480226,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30953,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Overton,L., Tsitrin,T., Sarmiento,M., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Zhang,X., Alekseev,K., Hasoksuz,M., Vlasova,A., Saif,L.","",USA: Ohio,Bos taurus,unknown,1/1/1996,"Bovine respiratory coronavirus bovine/US/OH-440-TC/1996, complete genome",Betacoronavirus 1,9913,-0.938398313537863,0.391254,0.179092371269281
FJ959407,0.0946025,0.1399,0.165791,0.169704,0.164389,0.162981,0.159485,0.156529,0.159932,0.149955,0.146977,0.149675,0.144203,0.68361581920904,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29694,"Wang,H., Kan,B., Xu,J.","",China,Paradoxurus hermaphroditus,unknown,"","SARS coronavirus isolate A001, complete genome",SARS,71117,-1.8055197085743,0.164389,0.436034848332603
GQ153539,0.0968935,0.14578,0.166749,0.175146,0.170042,0.168502,0.163181,0.158388,0.159434,0.151841,0.14929,0.148181,0.143644,0.751412429378531,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29704,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-4,SARS-like,,-1.77170981362235,0.170042,1.50384746412939
GQ153540,0.0969268,0.145713,0.166557,0.174906,0.169917,0.168092,0.162759,0.158826,0.159269,0.151522,0.148953,0.148365,0.143644,0.757062146892655,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29704,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-5,SARS-like,,-1.77244519645165,0.169917,1.56924775874343
GQ153542,0.0967607,0.144516,0.163263,0.173248,0.165085,0.166476,0.161924,0.157523,0.156223,0.153301,0.147464,0.147997,0.146116,0.734463276836158,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29716,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-7,SARS-like,,-1.80129478621139,0.165085,1.09390020536918
GQ153543,0.0967275,0.144582,0.163079,0.172897,0.164853,0.166742,0.162063,0.156812,0.155912,0.152973,0.146816,0.147633,0.146116,0.717514124293785,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29681,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-8,SARS-like,,-1.80270111126784,0.164853,0.874353138316147
GQ153546,0.0969934,0.145915,0.167135,0.175146,0.170293,0.168365,0.162619,0.15912,0.159765,0.151522,0.149122,0.148736,0.144203,0.751412429378531,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29695,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-11,SARS-like,,-1.77023479609252,0.170293,1.51380306608936
GQ153547,0.0963305,0.145379,0.166942,0.173954,0.169294,0.169053,0.163181,0.159267,0.158451,0.152161,0.14929,0.149485,0.144016,0.751412429378531,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29704,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-12,SARS-like,,-1.77611843051831,0.169294,1.4740969562424
GQ153548,0.0971267,0.146184,0.167232,0.175387,0.170167,0.168502,0.1629,0.158534,0.159765,0.151681,0.148953,0.14855,0.143644,0.757062146892655,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29677,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-13,SARS-like,,-1.77097497118359,0.170167,1.57917754868268
GQ427173,0.127528,0.215372,0.296682,0.3677,0.391254,0.451491,0.429237,0.402409,0.419488,1,1,1,1,0.129943502824859,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27770,"Jackwood,M.W., Boynton,T.O., Hilt,D.A., McKinley,E.T., Kissinger,J.C., Paterson,A.H., Robertson,J., Lemke,C., McCall,A.W., Williams,S.M., Jackwood,J.W., Byrd,L.A., Byrd,L.",20022075,USA,Meleagris gallopavo,unknown,2003,"Turkey coronavirus strain TCoV/VA-74/03, complete genome",Avian coronavirus,9103,-0.938398313537863,0.391254,-0.587340098195617
GQ427174,0.126592,0.21614,0.295773,0.366353,0.39906,0.425253,0.421391,0.402409,0.436405,1,0.448279,1,1,0.124293785310734,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27650,"Jackwood,M.W., Boynton,T.O., Hilt,D.A., McKinley,E.T., Kissinger,J.C., Paterson,A.H., Robertson,J., Lemke,C., McCall,A.W., Williams,S.M., Jackwood,J.W., Byrd,L.A., Byrd,L.",20022075,USA,Meleagris gallopavo,unknown,2001,"Turkey coronavirus strain TCoV/TX-GL/01, complete genome",Avian coronavirus,9103,-0.918643497457752,0.39906,-0.524727728525113
GQ427175,0.128325,0.218961,0.292661,0.370462,0.388819,0.419967,0.408026,0.388475,0.406368,0.43468,0.411802,0.425865,1,0.124293785310734,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27690,"Jackwood,M.W., Boynton,T.O., Hilt,D.A., McKinley,E.T., Kissinger,J.C., Paterson,A.H., Robertson,J., Lemke,C., McCall,A.W., Williams,S.M., Jackwood,J.W., Byrd,L.A., Byrd,L.",20022075,USA,Meleagris gallopavo,unknown,1994,"Turkey coronavirus strain TCoV/IN-517/94, complete genome",Avian coronavirus,9103,-0.944641339277113,0.388819,-0.698934063788115
GQ427176,0.125861,0.21912,0.293539,0.3677,0.38646,0.425253,0.421391,0.395054,0.436405,0.43468,0.448279,0.425865,1,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27804,"Jackwood,M.W., Boynton,T.O., Hilt,D.A., McKinley,E.T., Kissinger,J.C., Paterson,A.H., Robertson,J., Lemke,C., McCall,A.W., Williams,S.M., Jackwood,J.W., Byrd,L.A., Byrd,L.",20022075,USA,Meleagris gallopavo,unknown,1998,"Turkey coronavirus strain TCoV/TX-1038/98, complete genome",Avian coronavirus,9103,-0.950726909195283,0.38646,-0.809531349043051
GQ477367,0.121745,0.204452,0.294425,0.366353,0.43736,0.451491,1,0.489015,1,1,0.448279,1,1,0.141242937853107,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29363,"Chuang,H.C., Su,B.L., Chueh,L.L.","",Taiwan,Canis lupus familiaris,unknown,2008-11,"Canine coronavirus strain CCoV/NTU336/F/2008, complete genome",Alphacoronavirus 1,9615,-0.826998624395393,0.43736,0.297962560355315
GQ504723,0.124704,0.218011,0.300419,0.374785,0.410887,0.430963,0.448402,0.445706,0.46025,0.473183,0.448279,0.425865,1,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27620,"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T.",21909766,USA,Gallus gallus,unknown,1998,"Infectious bronchitis virus strain Georgia 1998 Vaccine, complete genome",Avian coronavirus,9031,-0.889437041461355,0.410887,-0.398826280328972
GQ504724,0.130199,0.225053,0.29947,0.366353,0.407755,0.451491,0.438132,0.445706,0.436405,0.473183,1,1,1,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27475,"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T.",21909766,USA,Gallus gallus,unknown,1941,"Infectious bronchitis virus strain Massachusetts, complete genome",Avian coronavirus,9031,-0.897088775140501,0.407755,-0.659286673327781
GU393331,0.124608,0.216295,0.298999,0.3778,0.384171,0.425253,0.421391,0.402409,0.419488,0.473183,1,0.425865,1,0.129943502824859,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27663,"Thor,S.W., Hilt,D.A., Kissinger,J.C., Paterson,A.H., Jackwood,M.W.",21994806,USA,Gallus gallus,unknown,1991,"Infectious bronchitis virus serotype Cal56b, complete genome",Avian coronavirus,9031,-0.956667513016596,0.384171,-0.709773567955469
GU393332,0.125667,0.216449,0.299943,0.373319,0.393769,0.425253,0.438132,0.445706,0.501017,0.473183,0.448279,0.425865,0.405585,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27591,"Thor,S.W., Hilt,D.A., Kissinger,J.C., Paterson,A.H., Jackwood,M.W.",21994806,USA,Gallus gallus,unknown,1992,"Infectious bronchitis virus serotype Delaware 072, complete genome",Avian coronavirus,9031,-0.931990836038226,0.393769,-0.823504049807399
GU553363,0.0934204,0.13891,0.164564,0.167614,0.162905,0.160996,0.159885,0.154321,0.157167,0.14919,0.145232,0.146911,0.142728,0.734463276836158,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29644,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Poon,L., Harrod,K.","",China: Hong Kong,Homo sapiens,unknown,6/7/2003,"SARS coronavirus HKU-39849 isolate TCVSP-HARROD-00001, complete genome",SARS,9606,-1.81458807016808,0.162905,1.00449618747561
GU553365,0.0934204,0.138971,0.164657,0.168158,0.163244,0.161487,0.160422,0.154865,0.157485,0.150265,0.145388,0.147633,0.143644,0.734463276836158,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29644,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Poon,L., Harrod,K.","",USA,Chlorocebus aethiops,lung,12/5/2007,"SARS coronavirus HKU-39849 isolate TCVSP-HARROD-00003, complete genome",SARS,9534,-1.81250926494666,0.163244,1.01847424833806
GU593319,0.134134,0.226947,0.302349,0.355132,0.37769,0.425253,0.429237,0.420377,0.436405,0.473183,0.411802,0.425865,1,0.19774011299435,Murine coronavirus,Betacoronavirus,Betacoronavirus,31147,"Koetzner,C.A., Kuo,L., Goebel,S.J., Dean,A.B., Parker,M.M., Masters,P.S.",20519394,USA,Mus musculus,unknown,"","Murine hepatitis virus strain S, complete genome",Murine coronavirus,10090,-0.973681525653407,0.37769,0.0125800802838761
HM211098,0.139463,0.227471,0.310524,0.370462,0.407755,0.451491,0.402232,0.388475,0.46025,0.36511,0.390467,0.425865,0.405585,0.186440677966102,Rousettus bat coronavirus HKU9,Betacoronavirus,Betacoronavirus,29136,"Lau,S.K., Poon,R.W., Wong,B.H., Wang,M., Huang,Y., Xu,H., Guo,R., Li,K.S., Gao,K., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Poon,R.W.S.",20702646,China: Guangdong province,Rousettus leschenaultii,unknown,12/11/2005,"Bat coronavirus HKU9-5-1, complete genome",Rousettus bat coronavirus HKU9,9408,-0.897088775140501,0.407755,0.386037375067031
HM211099,0.128576,0.221873,0.293539,0.3677,0.39906,0.375835,0.408026,0.489015,0.378738,0.41216,0.375332,0.370944,0.35328,0.214689265536723,Rousettus bat coronavirus HKU9,Betacoronavirus,Betacoronavirus,29112,"Lau,S.K., Poon,R.W., Wong,B.H., Wang,M., Huang,Y., Xu,H., Guo,R., Li,K.S., Gao,K., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Poon,R.W.S.",20702646,China: Guangdong province,Rousettus leschenaultii,unknown,12/11/2005,"Bat coronavirus HKU9-5-2, complete genome",Rousettus bat coronavirus HKU9,9408,-0.918643497457752,0.39906,0.590196523031801
HM245924,0.128076,0.212365,0.300419,0.361176,0.371716,0.415046,0.429237,0.431766,0.46025,0.43468,0.411802,0.391212,0.405585,0.124293785310734,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27709,"Li,L., Xue,C., Kong,Q., Bi,Y., Cao,Y.","",China,Gallus gallus,unknown,2004,"Infectious bronchitis virus isolate CQ04-1, complete genome",Avian coronavirus,9031,-0.989625157138586,0.371716,-1.00070560956264
HM245925,0.122953,0.201136,0.28716,0.357497,0.391254,0.437171,0.46055,0.420377,0.46025,0.396183,0.375332,1,1,0.124293785310734,Mink coronavirus 1,Alphacoronavirus,Alphacoronavirus,28941,"Vlasova,A.N., Halpin,R., Wang,S., Ghedin,E., Spiro,D.J., Saif,L.J., Spiro,D., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Resnick,A., Thovarai,V., Kim,M., Vlasova,A., Saif,L.",21346029,USA: Wisconsin,Neovison vison,unknown,1/1/1998,"Mink coronavirus strain WD1127, complete genome",Mink coronavirus 1,452646,-0.938398313537863,0.391254,-0.657090025717439
HM245926,0.121468,0.210899,0.293099,0.359932,0.410887,0.493447,0.47542,0.395054,0.436405,0.41216,0.363592,0.425865,0.405585,0.129943502824859,Alphacoronavirus 2,Alphacoronavirus,Alphacoronavirus,28915,"Vlasova,A.N., Halpin,R., Wang,S., Ghedin,E., Spiro,D.J., Saif,L.J., Spiro,D., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Resnick,A., Thovarai,V., Kim,M., Vlasova,A., Saif,L.",21346029,USA: Minnesota,Neovison vison,unknown,1/1/1998,"Mink coronavirus strain WD1133, complete genome",Alphacoronavirus 2,452646,-0.889437041461355,0.410887,-0.259446427486936
HQ392469,0.126055,0.216604,0.290079,0.38418,0.43736,0.443972,0.448402,0.532331,1,1,1,1,1,0.124293785310734,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29233,"Town,C., Spiro,D., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands,Felis catus,unknown,1/22/2008,"Feline coronavirus UU40, complete genome",Alphacoronavirus 1,9685,-0.826998624395393,0.43736,0.0889005068544656
HQ392471,0.126104,0.217696,0.298065,0.376279,0.428819,0.52992,0.494592,0.46368,0.501017,1,1,1,1,0.135593220338983,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29252,"Spiro,D., Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands: Utrecht,Felis catus,unknown,8/23/2007,"Feline coronavirus UU20, complete genome",Alphacoronavirus 1,9685,-0.846720360505698,0.428819,0.0962010561351975
HQ890526,0.0934204,0.139033,0.164283,0.167397,0.163131,0.160874,0.159618,0.154592,0.157167,0.148736,0.145076,0.147091,0.142547,0.728813559322034,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29646,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.","","USA: Nashville, TN",Mus musculus,unknown,10/8/2008,"SARS coronavirus MA15 ExoN1 isolate d2ym1, complete genome",SARS,10090,-1.81320171997241,0.163131,0.943785055571865
HQ890534,0.0934204,0.138971,0.164283,0.167397,0.163018,0.160752,0.159618,0.154592,0.157167,0.148736,0.145076,0.147091,0.142547,0.728813559322034,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29646,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.","","USA: Nashville, TN",Mus musculus,unknown,9/17/2008,"SARS coronavirus MA15 ExoN1 isolate d2om1, complete genome",SARS,10090,-1.8138946548244,0.163018,0.939127640456434
HQ890544,0.0934838,0.139033,0.164283,0.167505,0.163244,0.160996,0.159752,0.154592,0.157167,0.148736,0.145076,0.147091,0.142547,0.734463276836158,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29646,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.","","USA: Nashville, TN",Mus musculus,unknown,9/17/2008,"SARS coronavirus MA15 isolate d2om3, complete genome",SARS,10090,-1.81250926494666,0.163244,1.01847424833806
JF292915,0.0934838,0.139033,0.164377,0.167397,0.163586,0.161241,0.159885,0.154592,0.157326,0.149038,0.145232,0.147091,0.142728,0.734463276836158,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29646,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.","","USA: Nashville, TN",Mus musculus,unknown,10/10/2008,"SARS coronavirus MA15 isolate d4ym5, complete genome",SARS,10090,-1.81041643304733,0.163586,1.03254769829659
JF330898,0.125377,0.214915,0.281601,0.365028,0.367978,0.398189,0.402232,0.382525,0.419488,0.383792,0.375332,0.370944,0.405585,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27675,"Ma,H., Han,Z., Shao,Y., Sun,C., Liu,X., Guo,H., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2010,"Infectious bronchitis virus strain ck/CH/LHB/100801, complete genome",Avian coronavirus,9031,-0.999732125208953,0.367978,-1.34862894901179
JF705860,0.12738,0.223533,0.296682,0.363724,0.381949,0.415046,0.46055,0.420377,0.436405,0.473183,0.411802,0.370944,0.372583,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27673,"Yao,S., Liu,X., Zhao,S., Wang,X., Zhou,X.","",China,Anas platyrhynchos,unknown,2004-05,"Duck coronavirus isolate DK/CH/HN/ZZ2004, complete genome",Avian coronavirus,8839,-0.962468187141932,0.381949,-1.02805335120579
JF732903,0.125667,0.212365,0.295321,0.36244,0.37979,0.402044,0.414374,0.410749,0.436405,0.41216,0.448279,0.425865,1,0.124293785310734,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27695,"Zou,N.L., Zhao,F.F., Wang,Y.P., Liu,P., Cao,S.J., Wen,X.T., Huang,Y., Zhao,F., Zou,N., Li,M.",20556502,China,Gallus gallus,"kidney, abdominal cavity",2009-04,"Infectious bronchitis virus strain Sczy3, complete genome",Avian coronavirus,9031,-0.968136810597765,0.37979,-0.856487834721965
JF792616,0.136258,0.227122,0.304323,0.350598,0.384171,0.402044,0.421391,0.402409,0.378738,0.373669,0.390467,0.370944,1,0.19774011299435,Murine coronavirus,Betacoronavirus,Betacoronavirus,31286,"Thor,S.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H., Jackwood,M.W.","","",Rattus norvegicus,unknown,"","Rat coronavirus isolate 681, complete genome",Murine coronavirus,10116,-0.956667513016596,0.384171,0.126456108753509
JN547228,0.129029,0.221055,0.306853,0.40695,0.421136,0.469427,0.521616,0.489015,0.501017,1,1,1,1,0.163841807909605,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28026,"Chen,J., Wang,C., Shi,H., Qiu,H.J., Liu,S., Shi,D., Zhang,X., Feng,L.",21980030,China,Sus scrofa,abdominal cavity,1986,"Porcine epidemic diarrhea virus strain CH/S, complete genome",Porcine epidemic diarrhea virus,9823,-0.864799457086017,0.421136,0.323541219656828
JN825712,0.128777,0.220405,0.30333,0.398643,0.43736,0.443972,0.521616,0.489015,0.501017,1,1,1,1,0.135593220338983,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Gao,Y., Kou,Q., Ge,X., Zhou,L., Guo,X., Yang,H., Gao,Y.Y., Ge,X.N., Yang,H.C.",23151819,China,Sus scrofa,feces,4/25/2011,"Porcine epidemic diarrhea virus isolate BJ-2011-1, complete genome",Porcine epidemic diarrhea virus,9823,-0.826998624395393,0.43736,0.228268063205151
JN856008,0.119607,0.207477,0.290931,0.373319,0.424881,0.52992,0.47542,0.532331,1,1,1,1,1,0.152542372881356,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29271,"Regan,A.D., Millet,J.K., Tse,L.P., Chillag,Z., Rinaldi,V.D., Licitra,B.N., Dubovi,E.J., Town,C.D., Whittaker,G.R., Halpin,R.A., Motley,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Regan,A., Wentworth,D.E., Whittaker,G., Ransier,A.",22609354,"USA: Ithaca, NY",Canis lupus familiaris,unknown,1976,"Canine coronavirus strain A76, complete genome",Alphacoronavirus 1,9615,-0.855946149265039,0.424881,0.243458989206322
