Accession,mash.dist.to.wuhan1.k.9,mash.dist.to.wuhan1.k.10,mash.dist.to.wuhan1.k.11,mash.dist.to.wuhan1.k.12,mash.dist.to.wuhan1.k.13,mash.dist.to.wuhan1.k.14,mash.dist.to.wuhan1.k.15,mash.dist.to.wuhan1.k.16,mash.dist.to.wuhan1.k.17,mash.dist.to.wuhan1.k.18,mash.dist.to.wuhan1.k.19,mash.dist.to.wuhan1.k.20,mash.dist.to.wuhan1.k.21,prop_hits,Species,Genus,Genus_clean,Length,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_clean,Host_taxID,log_mash_distance,"get(str_glue(""mash.dist.to.wuhan1.k.{k}""))",studres
FJ904713,0.124179,0.21614,0.300898,0.376279,0.381949,0.443972,0.438132,0.445706,0.436405,0.473183,0.411802,0.391212,0.405585,0.124293785310734,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27660,"McKinley,E.T., Jackwood,M.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H.",21539870,USA,Gallus gallus,unknown,2006,"Infectious bronchitis virus strain Mass41 2006, complete genome",Avian coronavirus,9031,-0.977424389477326,0.376279,-0.296231837757894
FJ904714,0.1248,0.216759,0.29136,0.366353,0.37769,0.430963,0.429237,0.402409,0.419488,0.473183,0.411802,0.391212,0.405585,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27664,"McKinley,E.T., Jackwood,M.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H.",21539870,USA,Gallus gallus,unknown,1995,"Infectious bronchitis virus strain Cal 1995, complete genome",Avian coronavirus,9031,-1.00415792951929,0.366353,-0.60306559389937
FJ904716,0.125764,0.217696,0.298531,0.382538,0.37769,0.430963,0.429237,0.402409,0.419488,0.473183,0.411802,0.391212,0.405585,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27629,"McKinley,E.T., Jackwood,M.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H.",21539870,USA,Gallus gallus,unknown,1966,"Infectious bronchitis virus strain Conn46 1996, complete genome",Avian coronavirus,9031,-0.960927284244845,0.382538,-0.44043736385566
FJ904718,0.125861,0.217853,0.298065,0.38418,0.375646,0.425253,0.429237,0.402409,0.419488,0.473183,0.411802,0.391212,0.405585,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27632,"McKinley,E.T., Jackwood,M.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H.",21539870,USA,Gallus gallus,unknown,1983,"Infectious bronchitis virus strain Conn46 1983, complete genome",Avian coronavirus,9031,-0.956644086223371,0.38418,-0.284261019009575
FJ904722,0.127876,0.220405,0.300898,0.374785,0.39906,0.425253,0.429237,0.445706,0.419488,0.41216,0.448279,0.391212,0.372583,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27614,"McKinley,E.T., Jackwood,M.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H.",21539870,USA,Gallus gallus,unknown,1979,"Infectious bronchitis virus strain Mass41 1979, complete genome",Avian coronavirus,9031,-0.981402750763463,0.374785,-0.386632732302088
FJ904723,0.129943,0.225909,0.299943,0.363724,0.39906,0.443972,0.429237,0.445706,0.436405,0.473183,1,1,1,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27474,"McKinley,E.T., Jackwood,M.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H.",21539870,USA,Gallus gallus,unknown,1985,"Infectious bronchitis virus strain Mass41 1985, complete genome",Avian coronavirus,9031,-1.01135994071432,0.363724,-0.715191542218682
FJ938051,0.128125,0.218011,0.292661,0.356306,0.410887,0.493447,0.448402,0.420377,0.46025,0.473183,1,1,0.405585,0.146892655367232,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29232,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",USA: California,Felis catus,unknown,1/28/2002,"Feline coronavirus RM, complete genome",Alphacoronavirus 1,9685,-1.03196536677034,0.356306,-0.407245007359854
FJ938052,0.126494,0.217539,0.293539,0.382538,0.417565,0.469427,0.448402,0.445706,0.436405,0.473183,0.448279,1,1,0.152542372881356,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29306,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands: Utrecht,Felis catus,unknown,6/5/2007,"Feline coronavirus UU11, complete genome",Alphacoronavirus 1,9685,-0.960927284244845,0.382538,0.132895280326037
FJ938053,0.126055,0.21522,0.284336,0.357497,0.417565,0.451491,0.56782,0.46368,0.501017,1,1,1,1,0.141242937853107,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29277,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands: Utrecht,Felis catus,unknown,4/25/2007,"Feline coronavirus UU7, complete genome",Alphacoronavirus 1,9685,-1.02862830849168,0.357497,-0.448576471650467
FJ938054,0.125861,0.213556,0.285939,0.363724,0.424881,0.459897,0.56782,0.46368,0.501017,1,1,1,1,0.141242937853107,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29269,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands: Utrecht,Felis catus,unknown,2/2/2007,"Feline coronavirus UU4, complete genome",Alphacoronavirus 1,9685,-1.01135994071432,0.363724,-0.332735852251393
FJ938055,0.127628,0.215832,0.298531,0.371878,0.407755,0.469427,0.448402,0.445706,0.436405,0.473183,0.448279,1,1,0.146892655367232,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29285,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands: Utrecht,Felis catus,unknown,5/24/2007,"Feline coronavirus UU8, complete genome",Alphacoronavirus 1,9685,-0.989189435487892,0.371878,-0.120345358370497
FJ938056,0.125425,0.210754,0.287984,0.374785,0.39906,0.437171,0.414374,0.395054,0.419488,0.43468,0.390467,0.425865,0.35328,0.135593220338983,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29253,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands: Utrecht,Felis catus,unknown,3/7/2007,"Feline coronavirus UU5, complete genome",Alphacoronavirus 1,9685,-0.981402750763463,0.374785,-0.195511065013617
FJ938057,0.123847,0.21928,0.290931,0.370462,0.404746,0.430963,0.421391,0.402409,0.436405,0.41216,0.375332,1,0.372583,0.135593220338983,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29275,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands: Utrecht,Felis catus,unknown,7/13/2007,"Feline coronavirus UU15, complete genome",Alphacoronavirus 1,9685,-0.993004403608617,0.370462,-0.2733231027748
FJ938058,0.126592,0.21912,0.289656,0.36244,0.414154,0.469427,0.421391,0.445706,0.46025,0.473183,1,1,1,0.129943502824859,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,28479,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J., Town,C., Motley,J., Fedorova,N., Stockwell,T., Li,K., Axelrod,N., Safford,T., Shrivastava,S., Resnick,A., Thovarai,V., Kim,M.","",Netherlands: Utrecht,Felis catus,unknown,6/7/2007,"Feline coronavirus UU16, complete genome",Alphacoronavirus 1,9685,-1.01489633562828,0.36244,-0.483896800201733
FJ938059,0.127182,0.215679,0.292661,0.3778,0.417565,0.469427,0.448402,0.445706,0.436405,0.473183,0.448279,1,1,0.146892655367232,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29295,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands: Utrecht,Felis catus,unknown,6/5/2007,"Feline coronavirus UU10, complete genome",Alphacoronavirus 1,9685,-0.973390323914728,0.3778,-0.0143889711620292
FJ938060,0.129434,0.21976,0.289235,0.355132,0.40185,0.469427,0.429237,0.410749,0.436405,0.43468,1,1,0.405585,0.124293785310734,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29256,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",USA: California,Felis catus,unknown,3/30/1993,"Feline coronavirus UU2, complete genome",Alphacoronavirus 1,9685,-1.03526572763282,0.355132,-0.684365397443354
FJ938062,0.129485,0.215067,0.289656,0.3677,0.417565,0.480431,0.448402,0.445706,0.46025,0.473183,0.448279,1,1,0.141242937853107,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29266,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands: Utrecht,Felis catus,unknown,5/24/2007,"Feline coronavirus UU9, complete genome",Alphacoronavirus 1,9685,-1.00048789067491,0.3677,-0.259814313059491
FJ938063,0.119652,0.212218,0.281217,0.361176,0.38646,0.419967,0.429237,0.445706,0.46025,1,0.448279,0.391212,0.405585,0.203389830508475,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,31024,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Overton,L., Tsitrin,T., Sarmiento,M., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Zhang,X., Hasoksuz,M., Saif,L.","",USA: Ohio,Bos taurus,unknown,11/30/1996,"Bovine coronavirus E-DB2-TC, complete genome",Betacoronavirus 1,9913,-1.01838990482961,0.361176,0.320717648135389
FJ938066,0.119697,0.211483,0.282374,0.359932,0.391254,0.425253,0.438132,0.431766,0.46025,1,0.448279,0.391212,0.405585,0.192090395480226,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30953,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Overton,L., Tsitrin,T., Sarmiento,M., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Zhang,X., Alekseev,K., Hasoksuz,M., Vlasova,A., Saif,L.","",USA: Ohio,Bos taurus,unknown,1/1/1996,"Bovine respiratory coronavirus bovine/US/OH-440-TC/1996, complete genome",Betacoronavirus 1,9913,-1.02184015426262,0.359932,0.170182876020326
FJ938067,0.120102,0.211923,0.27747,0.358705,0.38646,0.425253,0.429237,0.431766,0.46025,1,0.448279,0.391212,0.405585,0.192090395480226,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30953,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Overton,L., Tsitrin,T., Sarmiento,M., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Zhang,X., Vlasova,A., Zhang,X.M., Saif,L.","","",Homo sapiens,unknown,4/17/2009,"Human enteric coronavirus strain 4408, complete genome",Betacoronavirus 1,9606,-1.02525495531607,0.358705,0.147280740424536
FJ959407,0.0946025,0.1399,0.165791,0.169704,0.164389,0.162981,0.159485,0.156529,0.159932,0.149955,0.146977,0.149675,0.144203,0.68361581920904,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29694,"Wang,H., Kan,B., Xu,J.","",China,Paradoxurus hermaphroditus,unknown,"","SARS coronavirus isolate A001, complete genome",SARS,71117,-1.77369953601209,0.169704,0.670305389324636
GQ153539,0.0968935,0.14578,0.166749,0.175146,0.170042,0.168502,0.163181,0.158388,0.159434,0.151841,0.14929,0.148181,0.143644,0.751412429378531,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29704,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-4,SARS-like,,-1.74213536716722,0.175146,1.65209068488044
GQ153540,0.0969268,0.145713,0.166557,0.174906,0.169917,0.168092,0.162759,0.158826,0.159269,0.151522,0.148953,0.148365,0.143644,0.757062146892655,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29704,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-5,SARS-like,,-1.74350659222867,0.174906,1.70717738977685
GQ153541,0.0970267,0.145512,0.166749,0.175026,0.170042,0.168365,0.163181,0.158534,0.159434,0.151841,0.149122,0.148181,0.143644,0.757062146892655,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29704,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-6,SARS-like,,-1.74282074466569,0.175026,1.71181908356446
GQ153542,0.0967607,0.144516,0.163263,0.173248,0.165085,0.166476,0.161924,0.157523,0.156223,0.153301,0.147464,0.147997,0.146116,0.734463276836158,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29716,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-7,SARS-like,,-1.7530311849903,0.173248,1.38568887606305
GQ153543,0.0967275,0.144582,0.163079,0.172897,0.164853,0.166742,0.162063,0.156812,0.155912,0.152973,0.146816,0.147633,0.146116,0.717514124293785,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29681,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-8,SARS-like,,-1.75505923751341,0.172897,1.17962222409845
GQ153547,0.0963305,0.145379,0.166942,0.173954,0.169294,0.169053,0.163181,0.159267,0.158451,0.152161,0.14929,0.149485,0.144016,0.751412429378531,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29704,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-12,SARS-like,,-1.74896438253503,0.173954,1.6059082417198
GQ153548,0.0971267,0.146184,0.167232,0.175387,0.170167,0.168502,0.1629,0.158534,0.159765,0.151681,0.148953,0.14855,0.143644,0.757062146892655,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29677,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-13,SARS-like,,-1.74076031809639,0.175387,1.72576488927301
GQ427173,0.127528,0.215372,0.296682,0.3677,0.391254,0.451491,0.429237,0.402409,0.419488,1,1,1,1,0.129943502824859,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27770,"Jackwood,M.W., Boynton,T.O., Hilt,D.A., McKinley,E.T., Kissinger,J.C., Paterson,A.H., Robertson,J., Lemke,C., McCall,A.W., Williams,S.M., Jackwood,J.W., Byrd,L.A., Byrd,L.",20022075,USA,Meleagris gallopavo,unknown,2003,"Turkey coronavirus strain TCoV/VA-74/03, complete genome",Avian coronavirus,9103,-1.00048789067491,0.3677,-0.387229578318377
GQ427174,0.126592,0.21614,0.295773,0.366353,0.39906,0.425253,0.421391,0.402409,0.436405,1,0.448279,1,1,0.124293785310734,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27650,"Jackwood,M.W., Boynton,T.O., Hilt,D.A., McKinley,E.T., Kissinger,J.C., Paterson,A.H., Robertson,J., Lemke,C., McCall,A.W., Williams,S.M., Jackwood,J.W., Byrd,L.A., Byrd,L.",20022075,USA,Meleagris gallopavo,unknown,2001,"Turkey coronavirus strain TCoV/TX-GL/01, complete genome",Avian coronavirus,9103,-1.00415792951929,0.366353,-0.475575823011337
GQ427175,0.128325,0.218961,0.292661,0.370462,0.388819,0.419967,0.408026,0.388475,0.406368,0.43468,0.411802,0.425865,1,0.124293785310734,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27690,"Jackwood,M.W., Boynton,T.O., Hilt,D.A., McKinley,E.T., Kissinger,J.C., Paterson,A.H., Robertson,J., Lemke,C., McCall,A.W., Williams,S.M., Jackwood,J.W., Byrd,L.A., Byrd,L.",20022075,USA,Meleagris gallopavo,unknown,1994,"Turkey coronavirus strain TCoV/IN-517/94, complete genome",Avian coronavirus,9103,-0.993004403608617,0.370462,-0.400744513980582
GQ477367,0.121745,0.204452,0.294425,0.366353,0.43736,0.451491,1,0.489015,1,1,0.448279,1,1,0.141242937853107,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29363,"Chuang,H.C., Su,B.L., Chueh,L.L.","",Taiwan,Canis lupus familiaris,unknown,2008-11,"Canine coronavirus strain CCoV/NTU336/F/2008, complete genome",Alphacoronavirus 1,9615,-1.00415792951929,0.366353,-0.284429464574869
GQ504720,0.124179,0.215986,0.293099,0.3677,0.381949,0.425253,0.421391,0.395054,0.46025,1,0.448279,1,1,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27652,"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T.",21909766,USA,Gallus gallus,unknown,1981,"Infectious bronchitis virus strain Arkansas DPI, complete genome",Avian coronavirus,9031,-1.00048789067491,0.3677,-0.642193723634971
GQ504721,0.124274,0.217227,0.296226,0.371878,0.40185,0.451491,0.429237,0.402409,0.46025,1,0.448279,1,1,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27620,"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T.",21909766,USA,Gallus gallus,unknown,1981,"Infectious bronchitis virus strain Arkansas Vaccine, complete genome",Avian coronavirus,9031,-0.989189435487892,0.371878,-0.630113488250999
GQ504722,0.125377,0.21912,0.297602,0.3778,0.404746,0.425253,0.421391,0.388475,0.419488,0.473183,0.448279,0.425865,1,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27648,"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T.",21909766,USA,Gallus gallus,unknown,1998,"Infectious bronchitis virus strain Georgia 1998 pass8, complete genome",Avian coronavirus,9031,-0.973390323914728,0.3778,-0.396600453546098
GQ504725,0.128677,0.225566,0.30333,0.370462,0.39906,0.415046,0.438132,0.46368,0.501017,1,0.448279,1,0.405585,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27451,"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T.",21909766,USA,Gallus gallus,unknown,1941,"Infectious bronchitis virus strain Mass41 Vaccine, complete genome",Avian coronavirus,9031,-0.993004403608617,0.370462,-0.655725166644292
GU393334,0.127084,0.222038,0.298999,0.36244,0.37769,0.443972,0.448402,0.431766,0.436405,0.473183,0.448279,0.391212,1,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27622,"Thor,S.W., Hilt,D.A., Kissinger,J.C., Paterson,A.H., Jackwood,M.W.",21994806,USA,Gallus gallus,unknown,1960,"Infectious bronchitis virus serotype Gray, complete genome",Avian coronavirus,9031,-1.01489633562828,0.36244,-0.611386859440216
GU553361,0.124847,0.217383,0.284734,0.359932,0.404746,0.430963,0.438132,0.431766,0.46025,0.473183,1,1,1,0.15819209039548,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29264,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands,Felis catus,unknown,9/13/2007,"Feline coronavirus UU22 isolate TCVSP-ROTTIER-00022, complete genome",Alphacoronavirus 1,9685,-1.02184015426262,0.359932,-0.211928962232731
GU553363,0.0934204,0.13891,0.164564,0.167614,0.162905,0.160996,0.159885,0.154321,0.157167,0.14919,0.145232,0.146911,0.142728,0.734463276836158,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29644,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Poon,L., Harrod,K.","",China: Hong Kong,Homo sapiens,unknown,6/7/2003,"SARS coronavirus HKU-39849 isolate TCVSP-HARROD-00001, complete genome",SARS,9606,-1.78609156220321,0.167614,1.16273241082684
GU553365,0.0934204,0.138971,0.164657,0.168158,0.163244,0.161487,0.160422,0.154865,0.157485,0.150265,0.145388,0.147633,0.143644,0.734463276836158,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29644,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Poon,L., Harrod,K.","",USA,Chlorocebus aethiops,lung,12/5/2007,"SARS coronavirus HKU-39849 isolate TCVSP-HARROD-00003, complete genome",SARS,9534,-1.78285126535905,0.168158,1.18457133375238
HM211098,0.139463,0.227471,0.310524,0.370462,0.407755,0.451491,0.402232,0.388475,0.46025,0.36511,0.390467,0.425865,0.405585,0.186440677966102,Rousettus bat coronavirus HKU9,Betacoronavirus,Betacoronavirus,29136,"Lau,S.K., Poon,R.W., Wong,B.H., Wang,M., Huang,Y., Xu,H., Guo,R., Li,K.S., Gao,K., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Poon,R.W.S.",20702646,China: Guangdong province,Rousettus leschenaultii,unknown,12/11/2005,"Bat coronavirus HKU9-5-1, complete genome",Rousettus bat coronavirus HKU9,9408,-0.993004403608617,0.370462,0.299913381169541
HM211101,0.128828,0.21976,0.291792,0.366353,0.404746,0.37863,0.408026,0.46368,0.371816,0.41216,0.375332,0.370944,0.35328,0.220338983050847,Rousettus bat coronavirus HKU9,Betacoronavirus,Betacoronavirus,29122,"Lau,S.K., Poon,R.W., Wong,B.H., Wang,M., Huang,Y., Xu,H., Guo,R., Li,K.S., Gao,K., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Poon,R.W.S.",20702646,China: Guangdong province,Rousettus leschenaultii,unknown,4/10/2006,"Bat coronavirus HKU9-10-2, complete genome",Rousettus bat coronavirus HKU9,9408,-1.00415792951929,0.366353,0.607430058057321
HM245924,0.128076,0.212365,0.300419,0.361176,0.371716,0.415046,0.429237,0.431766,0.46025,0.43468,0.411802,0.391212,0.405585,0.124293785310734,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27709,"Li,L., Xue,C., Kong,Q., Bi,Y., Cao,Y.","",China,Gallus gallus,unknown,2004,"Infectious bronchitis virus isolate CQ04-1, complete genome",Avian coronavirus,9031,-1.01838990482961,0.361176,-0.571081101239138
HM245925,0.122953,0.201136,0.28716,0.357497,0.391254,0.437171,0.46055,0.420377,0.46025,0.396183,0.375332,1,1,0.124293785310734,Mink coronavirus 1,Alphacoronavirus,Alphacoronavirus,28941,"Vlasova,A.N., Halpin,R., Wang,S., Ghedin,E., Spiro,D.J., Saif,L.J., Spiro,D., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Resnick,A., Thovarai,V., Kim,M., Vlasova,A., Saif,L.",21346029,USA: Wisconsin,Neovison vison,unknown,1/1/1998,"Mink coronavirus strain WD1127, complete genome",Mink coronavirus 1,452646,-1.02862830849168,0.357497,-0.639804202604739
HM245926,0.121468,0.210899,0.293099,0.359932,0.410887,0.493447,0.47542,0.395054,0.436405,0.41216,0.363592,0.425865,0.405585,0.129943502824859,Alphacoronavirus 2,Alphacoronavirus,Alphacoronavirus,28915,"Vlasova,A.N., Halpin,R., Wang,S., Ghedin,E., Spiro,D.J., Saif,L.J., Spiro,D., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Resnick,A., Thovarai,V., Kim,M., Vlasova,A., Saif,L.",21346029,USA: Minnesota,Neovison vison,unknown,1/1/1998,"Mink coronavirus strain WD1133, complete genome",Alphacoronavirus 2,452646,-1.02184015426262,0.359932,-0.530491310884741
HQ012368,0.122719,0.220729,0.294425,0.373319,0.407755,0.430963,0.429237,0.402409,0.46025,0.41216,0.390467,1,0.372583,0.146892655367232,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29252,"Spiro,D., Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands: Utrecht,Felis catus,unknown,7/24/2007,"Feline coronavirus UU18, complete genome",Alphacoronavirus 1,9685,-0.985321996955274,0.373319,-0.0944088131823968
