Accession,mash.dist.to.wuhan1.k.9,mash.dist.to.wuhan1.k.10,mash.dist.to.wuhan1.k.11,mash.dist.to.wuhan1.k.12,mash.dist.to.wuhan1.k.13,mash.dist.to.wuhan1.k.14,mash.dist.to.wuhan1.k.15,mash.dist.to.wuhan1.k.16,mash.dist.to.wuhan1.k.17,mash.dist.to.wuhan1.k.18,mash.dist.to.wuhan1.k.19,mash.dist.to.wuhan1.k.20,mash.dist.to.wuhan1.k.21,prop_hits,Species,Genus,Genus_clean,Length,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_clean,Host_taxID,log_mash_distance,"get(str_glue(""mash.dist.to.wuhan1.k.{k}""))",studres
EF065515,0.139348,0.227998,0.308932,0.3677,0.404746,0.451491,0.402232,0.388475,0.46025,0.36511,0.390467,0.425865,0.405585,0.186440677966102,Rousettus bat coronavirus HKU9,Betacoronavirus,Betacoronavirus,29136,"Woo,P.C., Wang,M., Lau,S.K., Xu,H., Poon,R.W., Guo,R., Wong,B.H., Gao,K., Tsoi,H.W., Huang,Y., Li,K.S., Lam,C.S., Chan,K.H., Zheng,B.J., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Xu,H.F., Poon,R.W.S., Guo,R.T., Wong,B.H.L., Li,K.S.M.",17121802,China: Guangdong province,Rousettus leschenaultii,unknown,"","Bat coronavirus HKU9-3, complete genome",Rousettus bat coronavirus HKU9,9408,-0.77598545886895,0.46025,-0.0968517116132246
EF065516,0.133652,0.223869,0.294425,0.344234,0.384171,0.410443,0.387376,0.431766,0.386587,0.396183,0.390467,0.370944,0.372583,0.214689265536723,Rousettus bat coronavirus HKU9,Betacoronavirus,Betacoronavirus,29155,"Woo,P.C., Wang,M., Lau,S.K., Xu,H., Poon,R.W., Guo,R., Wong,B.H., Gao,K., Tsoi,H.W., Huang,Y., Li,K.S., Lam,C.S., Chan,K.H., Zheng,B.J., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Xu,H.F., Poon,R.W.S., Guo,R.T., Wong,B.H.L., Li,K.S.M.",17121802,China: Guangdong province,Rousettus leschenaultii,unknown,"","Bat coronavirus HKU9-4, complete genome",Rousettus bat coronavirus HKU9,9408,-0.950398339260615,0.386587,-0.509453765238044
EF424616,0.119786,0.211191,0.281987,0.363724,0.393769,0.419967,0.429237,0.431766,0.436405,1,0.448279,0.391212,0.372583,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30970,"Zhang,X., Hasoksuz,M., Spiro,D., Halpin,R., Wang,S., Vlasova,A., Janies,D., Jones,L.R., Ghedin,E., Saif,L.J., Alekseev,K., Saif,L.",17434558,USA:Ohio,Bos taurus,unknown,"","Bovine coronavirus E-AH65-TC, complete genome",Betacoronavirus 1,9913,-0.829184567710305,0.436405,-0.301268862152983
EF424621,0.119383,0.209887,0.282374,0.361176,0.391254,0.425253,0.438132,0.445706,0.46025,1,0.448279,0.391212,0.405585,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30995,"Zhang,X., Hasoksuz,M., Spiro,D., Halpin,R., Wang,S., Vlasova,A., Janies,D., Jones,L., Ghedin,E., Saif,L., Alekseev,K.","",USA:Ohio,Bovidae,unknown,"","Sable antelope coronavirus US/OH1/2003, complete genome",Betacoronavirus 1,,-0.77598545886895,0.46025,-0.0968517116132246
EF424622,0.119338,0.209744,0.281987,0.36244,0.391254,0.425253,0.438132,0.445706,0.46025,1,0.448279,0.391212,0.405585,0.180790960451977,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30979,"Hasoksuz,M., Alekseev,K., Vlasova,A., Zhang,X., Spiro,D., Halpin,R., Wang,S., Ghedin,E., Saif,L.J., Janies,D., Jones,L., Saif,L.",17344285,USA:Ohio,Giraffa camelopardalis,unknown,"","Giraffe coronavirus US/OH3-TC/2006, complete genome",Betacoronavirus 1,9894,-0.77598545886895,0.46025,-0.148374527686995
EPIISL1098866,0.0486935,0.0611984,0.0668536,0.0633959,0.0637196,0.0615255,0.061601,0.0591289,0.0593378,0.0575789,0.0570189,0.0542497,0.0558215,0.875706214689266,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29749,"","","",Rhinolophus bat,"","",PrC31,"",,-2.82450873929275,0.0593378,-1.71110060345181
EPIISL1699443,0.094506,0.135601,0.160193,0.165687,0.158742,0.159786,0.157525,0.154186,0.154383,0.150889,0.145859,0.147633,0.142009,0.751412429378531,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29737,"","","",Rhinolophus sinicus,"","",RsYN03,"",,-1.86831875108025,0.154383,0.860177243093103
EPIISL1699444,0.10231,0.149418,0.170804,0.175026,0.171691,0.164382,0.162063,0.156529,0.157008,0.151681,0.147627,0.147997,0.138738,0.649717514124294,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29712,"","","",Rhinolophus stheno,"","",RsYN04,"",,-1.851458519518,0.157008,-0.00485309088337069
EPIISL1699445,0.102417,0.149348,0.170804,0.175026,0.171691,0.164382,0.162201,0.156529,0.157008,0.151681,0.147627,0.147997,0.138738,0.649717514124294,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29712,"","","",Rhinolophus malayanus,"","",RmYN05,"",,-1.851458519518,0.157008,-0.00485309088337069
EPIISL1699446,0.0280481,0.0342827,0.0357943,0.0349263,0.0351256,0.0343297,0.034161,0.0335547,0.0335978,0.0327191,0.0326145,0.0310335,0.0326803,0.909604519774011,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29793,"","","",Rhinolophus pusillus,"","",RpYN06,"",,-3.39329469034711,0.0335978,-3.72248350193493
EPIISL1699447,0.0964956,0.141535,0.16646,0.169481,0.165436,0.16273,0.16248,0.15738,0.15685,0.153631,0.150144,0.150247,0.14383,0.728813559322034,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29734,"","","",Rhinolophus malayanus,"","",RmYN07,"",,-1.85246534434545,0.15685,0.714248076045169
EPIISL1699448,0.102561,0.1497,0.171008,0.175266,0.17182,0.165029,0.16234,0.157095,0.157167,0.151681,0.147791,0.147997,0.138738,0.649717514124294,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29712,"","","",Rhinolophus malayanus,"","",RmYN08,"",,-1.85044634468821,0.157167,-0.000957968504968693
EPIISL1699449,0.0938973,0.138726,0.164564,0.167831,0.160464,0.159071,0.158172,0.155139,0.154686,0.15042,0.14812,0.147997,0.14095,0.757062146892655,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29717,"","","",Rhinolophus stheno,"","",RsYN09,"",,-1.86635802323584,0.154686,0.919557500184115
EPIISL410721,0.056844,0.0755495,0.0854608,0.0849239,0.0841891,0.0830448,0.0834376,0.0840922,0.0812441,0.0796672,0.08057,0.079714,0.0779384,0.92090395480226,SARS-like,Betacoronavirus,Betacoronavirus,,"","","",Manis javanica,"",2019,"",SARS-like,,-2.51029707579353,0.0812441,-0.0640177831361664
EPIISL412977,0.0294809,0.036075,0.0360794,0.0362483,0.0366276,0.0354825,0.0350678,0.0344004,0.0341821,0.0330343,0.0326773,0.0319736,0.032564,0.84180790960452,SARS-like,Betacoronavirus,Betacoronavirus,,"","","",Rhinolophus malayanus,Faeces,25/6/2019,"",SARS-like,,-3.37605316374375,0.0341821,-4.33313679032688
EPIISL852604,0.0400698,0.049153,0.0507445,0.0509334,0.0513595,0.0504748,0.049495,0.0485494,0.0503232,0.0469646,0.046839,0.0471197,0.0460866,0.858757062146893,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29787,"","","",Rhinolophus shameli,"","",RShSTT182,"",,-2.98928907560713,0.0503232,-2.53337147583013
EU095850,0.128225,0.220405,0.296682,0.376279,0.393769,0.425253,0.438132,0.410749,0.436405,0.43468,0.448279,0.425865,1,0.124293785310734,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27657,"Gomaa,M.H., Barta,J.R., Ojkic,D., Yoo,D., Gomaa,M.",18468711,Canada,Meleagris gallopavo,unknown,"","Turkey coronavirus isolate MG10, complete genome",Avian coronavirus,9103,-0.829184567710305,0.436405,-0.868974807405905
EU111742,0.126396,0.218168,0.308408,0.350598,0.414154,0.443972,0.429237,0.431766,0.46025,0.41216,0.448279,1,1,0.101694915254237,Beluga whale coronavirus SW1,Gammacoronavirus,Gammacoronavirus,31686,"Mihindukulasuriya,K.A., Wu,G., St Leger,J., Nordhausen,R.W., Wang,D., St. Leger,J.",18353961,"",Delphinapterus leucas,unknown,"","Coronavirus SW1, complete genome",Beluga whale coronavirus SW1,9749,-0.77598545886895,0.46025,-0.870775008101914
EU526388,0.12738,0.21281,0.296682,0.392918,0.391254,0.451491,0.448402,0.46368,0.436405,0.473183,0.375332,0.370944,0.372583,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27715,"Liu,X.L., Su,J.L., Zhao,J.X., Zhang,G.Z., Liu,X., Zhao,J., Zhang,G.",18770015,China,Gallus gallus,unknown,"","Infectious bronchitis virus strain A2, complete genome",Avian coronavirus,9031,-0.829184567710305,0.436405,-1.02422991291219
EU714028,0.124608,0.214915,0.299943,0.373319,0.396369,0.430963,0.438132,0.445706,0.501017,0.473183,0.448279,0.425865,0.405585,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27640,"Xiao,C.T., Shi,L., Gong,L.Y., Zhou,J.Y.","",China,Gallus gallus,abdominal cavity,1997,"Infectious bronchitis virus isolate ZJ971, complete genome",Avian coronavirus,9031,-0.691115246337226,0.501017,-0.440759350030631
EU714029,0.126006,0.211483,0.293981,0.356306,0.38646,0.425253,0.438132,0.431766,0.46025,0.43468,1,0.425865,1,0.129943502824859,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27660,"Xiao,C.T., Shi,L., Gong,L.Y., Zhou,J.Y.","",China,Gallus gallus,unknown,2002-11,"Infectious bronchitis virus isolate SC021202, complete genome",Avian coronavirus,9031,-0.77598545886895,0.46025,-0.612435775581227
FJ376619,0.129485,0.21614,0.290504,0.350598,0.407755,0.430963,0.448402,0.532331,0.501017,0.43468,0.411802,0.391212,0.405585,0.107344632768362,Bulbul coronavirus HKU11,Deltacoronavirus,Deltacoronavirus,26487,"Woo,P.C., Lau,S.K., Lam,C.S., Lai,K.K., Huang,Y., Lee,P., Luk,G.S., Dyrting,K.C., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Lam,C.S.F., Lai,K.K.Y., Luk,G.",18971277,Hong Kong,Pycnonotus jocosus,unknown,2007-01,"Bulbul coronavirus HKU11-934, complete genome",Bulbul coronavirus HKU11,182897,-0.691115246337226,0.501017,-0.492352131725889
FJ376620,0.129892,0.218326,0.294872,0.355132,0.39906,0.425253,0.438132,0.46368,0.501017,0.41216,0.411802,0.391212,0.405585,0.11864406779661,Bulbul coronavirus HKU11,Deltacoronavirus,Deltacoronavirus,26476,"Woo,P.C., Lau,S.K., Lam,C.S., Lai,K.K., Huang,Y., Lee,P., Luk,G.S., Dyrting,K.C., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Lam,C.S.F., Lai,K.K.Y., Luk,G.",18971277,Hong Kong,Pycnonotus sinensis,unknown,2007-01,"Bulbul coronavirus HKU11-796, complete genome",Bulbul coronavirus HKU11,125283,-0.691115246337226,0.501017,-0.389178778275856
FJ376621,0.12738,0.214763,0.287571,0.353975,0.393769,0.425253,0.414374,0.46368,0.46025,0.41216,0.390467,0.391212,0.405585,0.0790960451977401,Thrush coronavirus HKU12,Deltacoronavirus,Deltacoronavirus,26396,"Woo,P.C., Lau,S.K., Lam,C.S., Lai,K.K., Huang,Y., Lee,P., Luk,G.S., Dyrting,K.C., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Lam,C.S.F., Lai,K.K.Y., Luk,G.",18971277,Hong Kong,Turdus hortulorum,unknown,2007-01,"Thrush coronavirus HKU12-600, complete genome",Thrush coronavirus HKU12,411519,-0.77598545886895,0.46025,-1.07787341552676
FJ376622,0.137648,0.239428,0.320132,0.379349,0.457965,0.480431,0.521616,0.489015,0.501017,0.473183,0.411802,0.425865,0.405585,0.101694915254237,Munia coronavirus HKU13,Deltacoronavirus,Deltacoronavirus,26552,"Woo,P.C., Lau,S.K., Lam,C.S., Lai,K.K., Huang,Y., Lee,P., Luk,G.S., Dyrting,K.C., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Lam,C.S.F., Lai,K.K.Y., Luk,G.",18971277,Hong Kong,Lonchura striata,unknown,2007-04,"Munia coronavirus HKU13-3514, complete genome",Munia coronavirus HKU13,40157,-0.691115246337226,0.501017,-0.543958557145017
FJ415324,0.11907,0.211045,0.278206,0.356306,0.38646,0.425253,0.429237,0.431766,0.46025,1,0.448279,0.391212,0.405585,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,31029,"Zhang,X., Herbst,W., Kousoulas,K.G., Storz,J., Zhu,H., Cai,Y., Liu,Y., Yu,D., Pu,Y., Halcom,K.","",Germany,Homo sapiens,unknown,1988,"Human enteric coronavirus 4408, complete genome",Betacoronavirus 1,9606,-0.77598545886895,0.46025,-0.0968517116132246
FJ425184,0.119652,0.210754,0.280455,0.363724,0.393769,0.419967,0.429237,0.445706,0.46025,1,0.448279,0.391212,0.405585,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30995,"Alekseev,K.P., Vlasova,A.N., Jung,K., Hasoksuz,M., Zhang,X., Halpin,R., Wang,S., Ghedin,E., Spiro,D., Saif,L.J., Hostetler,J., Overton,L., Tsitrin,T., Sarmiento,M., Lorenzi,H., Caler,E., Sundaram,J., Hasoksus,M., Alekseev,K., Vlasova,A., Saif,L.",18842722,USA: Ohio,Kobus ellipsiprymnus,unknown,1/1/1994,"Waterbuck coronavirus US/OH-WD358-TC/1994, complete genome",Betacoronavirus 1,9962,-0.77598545886895,0.46025,-0.0968517116132246
FJ425187,0.119562,0.210754,0.282374,0.363724,0.393769,0.419967,0.429237,0.445706,0.46025,1,0.448279,0.391212,0.405585,0.192090395480226,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,31020,"Alekseev,K.P., Vlasova,A.N., Jung,K., Hasoksuz,M., Zhang,X., Halpin,R., Wang,S., Ghedin,E., Spiro,D., Saif,L.J., Hostetler,J., Overton,L., Tsitrin,T., Sarmiento,M., Lorenzi,H., Caler,E., Sundaram,J., Hasoksus,M., Alekseev,K., Vlasova,A., Saif,L.",18842722,USA: Ohio,Odocoileus virginianus,unknown,1/1/1994,"White-tailed deer coronavirus US/OH-WD470/1994, complete genome",Betacoronavirus 1,9874,-0.77598545886895,0.46025,-0.045331573471396
FJ425188,0.119248,0.210899,0.280455,0.363724,0.393769,0.419967,0.429237,0.445706,0.46025,1,0.448279,0.391212,0.405585,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30995,"Alekseev,K.P., Vlasova,A.N., Jung,K., Hasoksuz,M., Zhang,X., Halpin,R., Wang,S., Ghedin,E., Spiro,D., Saif,L.J., Hostetler,J., Overton,L., Tsitrin,T., Sarmiento,M., Lorenzi,H., Caler,E., Sundaram,J., Hasoksus,M., Alekseev,K., Vlasova,A., Saif,L.",18842722,USA: Ohio,Rusa unicolor,unknown,1/1/1994,"Sambar deer coronavirus US/OH-WD388-TC/1994, complete genome",Betacoronavirus 1,662561,-0.77598545886895,0.46025,-0.0968517116132246
FJ588686,0.0967607,0.138664,0.165222,0.165266,0.1637,0.160631,0.162063,0.156249,0.157645,0.150576,0.147301,0.147633,0.143276,0.740112994350282,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29059,"Yuan,J., Hon,C.C., Li,Y., Wang,D., Xu,G., Zhang,H., Zhou,P., Poon,L.L., Lam,T.T., Leung,F.C., Shi,Z.",20016037,China,Rhinolophus sinicus,unknown,2006,"Bat SARS CoV Rs672/2006, complete genome",Bat SARS-like,89399,-1.84740960932022,0.157645,0.837256083201597
FJ647218,0.134458,0.227822,0.297141,0.345261,0.366176,0.40612,0.414374,0.402409,0.395649,0.396183,0.390467,0.370944,1,0.203389830508475,Murine coronavirus,Betacoronavirus,Betacoronavirus,31285,"Phillips,J.J., Chua,M.M., Lavi,E., Weiss,S.R., Spiro,D., Halpin,R., Wang,S., Hostetler,J., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Weiss,S.",10438865,USA: Pennsylvania,Mus musculus,unknown,1/1/2006,"Murine coronavirus RA59/R13, complete genome",Murine coronavirus,10090,-0.927227824416544,0.395649,-0.523493358838326
FJ647219,0.134674,0.227122,0.304323,0.36244,0.388819,0.430963,0.414374,0.445706,0.406368,0.396183,0.411802,0.391212,1,0.203389830508475,Murine coronavirus,Betacoronavirus,Betacoronavirus,31427,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Weiss,S.","",USA: Pennsylvania,Mus musculus,unknown,"","Murine coronavirus RJHM/A, complete genome",Murine coronavirus,10090,-0.900496125975514,0.406368,-0.420718837310047
FJ938051,0.128125,0.218011,0.292661,0.356306,0.410887,0.493447,0.448402,0.420377,0.46025,0.473183,1,1,0.405585,0.146892655367232,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29232,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",USA: California,Felis catus,unknown,1/28/2002,"Feline coronavirus RM, complete genome",Alphacoronavirus 1,9685,-0.77598545886895,0.46025,-0.457647509022755
FJ938052,0.126494,0.217539,0.293539,0.382538,0.417565,0.469427,0.448402,0.445706,0.436405,0.473183,0.448279,1,1,0.152542372881356,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29306,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands: Utrecht,Felis catus,unknown,6/5/2007,"Feline coronavirus UU11, complete genome",Alphacoronavirus 1,9685,-0.829184567710305,0.436405,-0.61067991580234
FJ938056,0.125425,0.210754,0.287984,0.374785,0.39906,0.437171,0.414374,0.395054,0.419488,0.43468,0.390467,0.425865,0.35328,0.135593220338983,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29253,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J.","",Netherlands: Utrecht,Felis catus,unknown,3/7/2007,"Feline coronavirus UU5, complete genome",Alphacoronavirus 1,9685,-0.868720358966738,0.419488,-0.91795660399611
FJ959407,0.0946025,0.1399,0.165791,0.169704,0.164389,0.162981,0.159485,0.156529,0.159932,0.149955,0.146977,0.149675,0.144203,0.68361581920904,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29694,"Wang,H., Kan,B., Xu,J.","",China,Paradoxurus hermaphroditus,unknown,"","SARS coronavirus isolate A001, complete genome",SARS,71117,-1.83300655408641,0.159932,0.375780225368557
GQ152141,0.127826,0.220729,0.294872,0.382538,0.414154,0.419967,0.448402,0.402409,0.406368,0.41216,0.375332,0.425865,0.35328,0.101694915254237,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,28897,"Hsieh,L.E., Lin,C.N., Su,B.L., Jan,T.R., Chen,C.M., Wang,C.H., Lin,D.S., Lin,C.T., Chueh,L.L., Chang,R.Y.",20603153,Taiwan,Felis catus,lung,2007-09,"Feline coronavirus strain FCoV/NTU156/P/2007, complete genome",Alphacoronavirus 1,9685,-0.900496125975514,0.406368,-1.35188810367204
GQ153539,0.0968935,0.14578,0.166749,0.175146,0.170042,0.168502,0.163181,0.158388,0.159434,0.151841,0.14929,0.148181,0.143644,0.751412429378531,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29704,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-4,SARS-like,,-1.83612523549668,0.159434,0.984438765616991
GQ153542,0.0967607,0.144516,0.163263,0.173248,0.165085,0.166476,0.161924,0.157523,0.156223,0.153301,0.147464,0.147997,0.146116,0.734463276836158,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29716,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-7,SARS-like,,-1.85647080529727,0.156223,0.750549168125176
GQ153543,0.0967275,0.144582,0.163079,0.172897,0.164853,0.166742,0.162063,0.156812,0.155912,0.152973,0.146816,0.147633,0.146116,0.717514124293785,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29681,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-8,SARS-like,,-1.85846353346241,0.155912,0.587714893548288
GQ153546,0.0969934,0.145915,0.167135,0.175146,0.170293,0.168365,0.162619,0.15912,0.159765,0.151522,0.149122,0.148736,0.144203,0.751412429378531,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29695,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-11,SARS-like,,-1.8340512934189,0.159765,0.992447691192206
GQ153547,0.0963305,0.145379,0.166942,0.173954,0.169294,0.169053,0.163181,0.159267,0.158451,0.152161,0.14929,0.149485,0.144016,0.751412429378531,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29704,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-12,SARS-like,,-1.84230988172596,0.158451,0.960558495941169
GQ427173,0.127528,0.215372,0.296682,0.3677,0.391254,0.451491,0.429237,0.402409,0.419488,1,1,1,1,0.129943502824859,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27770,"Jackwood,M.W., Boynton,T.O., Hilt,D.A., McKinley,E.T., Kissinger,J.C., Paterson,A.H., Robertson,J., Lemke,C., McCall,A.W., Williams,S.M., Jackwood,J.W., Byrd,L.A., Byrd,L.",20022075,USA,Meleagris gallopavo,unknown,2003,"Turkey coronavirus strain TCoV/VA-74/03, complete genome",Avian coronavirus,9103,-0.868720358966738,0.419488,-0.969701159941588
GQ427175,0.128325,0.218961,0.292661,0.370462,0.388819,0.419967,0.408026,0.388475,0.406368,0.43468,0.411802,0.425865,1,0.124293785310734,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27690,"Jackwood,M.W., Boynton,T.O., Hilt,D.A., McKinley,E.T., Kissinger,J.C., Paterson,A.H., Robertson,J., Lemke,C., McCall,A.W., Williams,S.M., Jackwood,J.W., Byrd,L.A., Byrd,L.",20022075,USA,Meleagris gallopavo,unknown,1994,"Turkey coronavirus strain TCoV/IN-517/94, complete genome",Avian coronavirus,9103,-0.900496125975514,0.406368,-1.1442043078342
GQ477367,0.121745,0.204452,0.294425,0.366353,0.43736,0.451491,1,0.489015,1,1,0.448279,1,1,0.141242937853107,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29363,"Chuang,H.C., Su,B.L., Chueh,L.L.","",Taiwan,Canis lupus familiaris,unknown,2008-11,"Canine coronavirus strain CCoV/NTU336/F/2008, complete genome",Alphacoronavirus 1,9615,0,1,2.51240289795109
GU553363,0.0934204,0.13891,0.164564,0.167614,0.162905,0.160996,0.159885,0.154321,0.157167,0.14919,0.145232,0.146911,0.142728,0.734463276836158,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29644,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Poon,L., Harrod,K.","",China: Hong Kong,Homo sapiens,unknown,6/7/2003,"SARS coronavirus HKU-39849 isolate TCVSP-HARROD-00001, complete genome",SARS,9606,-1.85044634468821,0.157167,0.773775727485858
GU553365,0.0934204,0.138971,0.164657,0.168158,0.163244,0.161487,0.160422,0.154865,0.157485,0.150265,0.145388,0.147633,0.143644,0.734463276836158,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29644,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Poon,L., Harrod,K.","",USA,Chlorocebus aethiops,lung,12/5/2007,"SARS coronavirus HKU-39849 isolate TCVSP-HARROD-00003, complete genome",SARS,9534,-1.84842506334712,0.157485,0.781569170597204
GU593319,0.134134,0.226947,0.302349,0.355132,0.37769,0.425253,0.429237,0.420377,0.436405,0.473183,0.411802,0.425865,1,0.19774011299435,Murine coronavirus,Betacoronavirus,Betacoronavirus,31147,"Koetzner,C.A., Kuo,L., Goebel,S.J., Dean,A.B., Parker,M.M., Masters,P.S.",20519394,USA,Mus musculus,unknown,"","Murine hepatitis virus strain S, complete genome",Murine coronavirus,10090,-0.829184567710305,0.436405,-0.198213748121068
HM211099,0.128576,0.221873,0.293539,0.3677,0.39906,0.375835,0.408026,0.489015,0.378738,0.41216,0.375332,0.370944,0.35328,0.214689265536723,Rousettus bat coronavirus HKU9,Betacoronavirus,Betacoronavirus,29112,"Lau,S.K., Poon,R.W., Wong,B.H., Wang,M., Huang,Y., Xu,H., Guo,R., Li,K.S., Gao,K., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Poon,R.W.S.",20702646,China: Guangdong province,Rousettus leschenaultii,unknown,12/11/2005,"Bat coronavirus HKU9-5-2, complete genome",Rousettus bat coronavirus HKU9,9408,-0.970910605828797,0.378738,-0.588343230699294
HM211101,0.128828,0.21976,0.291792,0.366353,0.404746,0.37863,0.408026,0.46368,0.371816,0.41216,0.375332,0.370944,0.35328,0.220338983050847,Rousettus bat coronavirus HKU9,Betacoronavirus,Betacoronavirus,29122,"Lau,S.K., Poon,R.W., Wong,B.H., Wang,M., Huang,Y., Xu,H., Guo,R., Li,K.S., Gao,K., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Poon,R.W.S.",20702646,China: Guangdong province,Rousettus leschenaultii,unknown,4/10/2006,"Bat coronavirus HKU9-10-2, complete genome",Rousettus bat coronavirus HKU9,9408,-0.989356170731537,0.371816,-0.607712836421506
